BD;ID;TIPO;SUBTIPO;FECHA;DETONANTE;DETONANDES;FUENTE;SUBREGION;MUNICIPIO;PUEBLO;SITIO;INCERTIDUMB;NORTE;ESTE;FALLECIDOS;ECONOMICAS;NOTAS;LINKFOTO;CPU
ant;264;Landslide;;1984-09-26;Rainfall;Lluvias - Época invernal;El Colombiano;Occidente;Santa Fe de Antioquia;Santafé de Antioquia;Vía Sta Fe Antioquia-Manglar.;Mid;6.5592991;-75.82554;0;0;(di6author : c.p. di6date : 8/04/01);
ant;616;Landslide;;1990-10-11;Unknown;Otra causa - No se sabe;El Colombiano;Occidente;Santa Fe de Antioquia;Santafé de Antioquia;Vía Sta Fe - Manglar.;Mid;6.5592991;-75.82554;0;0;(di6author : c.p. di6date : );
ant;617;Debris Flow;;1934-01-29;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Occidente;Santa Fe de Antioquia;Santafé de Antioquia;;Mid;6.5592991;-75.82554;0;0;(di6author : c.p. di6date : );
ant;618;Debris Flow;;1944-06-26;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Occidente;Santa Fe de Antioquia;Santafé de Antioquia;Río Tonusco.;Mid;6.5592991;-75.82554;0;0;(di6author : c.p. di6date : );
ant;620;Landslide;;1982-10-27;Unknown;Otra causa - No se sabe;El Colombiano;Occidente;Santa Fe de Antioquia;Santafé de Antioquia;;Mid;6.5592991;-75.82554;0;0;(di6author : c.p. di6date : );
ant;808;Landslide;;1996-07-08;Rainfall;Lluvias - Ola invernal;El Colombiano;Occidente;Santa Fe de Antioquia;Santafé de Antioquia;Carretera Medellín-Sta Fe de Antioquia-Cañasgordas.;Mid;6.5592991;-75.82554;0;0;Se han presentado algunos deslizamientos en esta via.//ver pag 1c del colombiano del 10/07/96. (DI6Author : C.P. DI6Date : 9/07/96);
ant;859;Debris Flow;;1988-12-07;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Occidente;Santa Fe de Antioquia;Santafé de Antioquia;Río Tonusco.;Mid;6.5592991;-75.82554;0;0;Una de las torre que sosenía la tubería que pasa sobre le rio tonusco fue arrasada por las torrentes aguas del rio tonusco todo el pueblo está sin agua. (DI6Author : C.P. DI6Date : 29/03/01);
ant;930;Landslide;;1995-08-23;Unknown;Otra causa - No reportada;El Colombiano;Occidente;Santa Fe de Antioquia;Santafé de Antioquia;Km 15 de la Vía Cauca - Caicedo.;Mid;6.5592991;-75.82554;0;0;En la via cauca - caicedo en el km 15 en juridcción de sta fe de antioquia habia paso provisional por derrumbe y se hallba la espera de la llegada de un cargador para reestablecere el paso. ver pag 7a.// (DI6Author : C.P. DI6Date : 16/06/01);
ant;1164;Landslide;;2004-09-20;Unknown;Deslizamiento;Alcaldesa;Occidente;Santa Fe de Antioquia;Santafé de Antioquia;Vereda Yerbabuenal;Mid;6.5592991;-75.82554;0;0;(di6author : bcc di6date : 04/10/13);
ant;8556;Landslide;;2022-05-14;Unknown;;Devimar;Occidente;Santa Fe de Antioquia;Santa Fe de Antioquia;Santa Fe de Antioquia;High;6.559;-75.827;0;0;Caída de roca con material en la vía entre Medellín y Santa Fe de Antioquia, sector El Arriero (PR 38+900);
ant;8558;Landslide;;2022-05-20;Unknown;;Devimar;Occidente;Santa Fe de Antioquia;Sector Mestizal;Km 29+500 vía entre Medellín y Santa Fe de Antioquia;High;6.559;-75.827;0;0;Tenemos paso un carril en sentido Medellín - Santa Fe de Antioquia, sector Mestizal (PR 29+500) por deslizamiento;
ant;8559;Landslide;;2022-05-18;Rainfall;;Dagran;Occidente;Santa Fe de Antioquia;Corregimiento Laureles;Corregimiento Laureles;High;6.559;-75.827;4;4 casas destruidas, 2 personas lesionadas;Dos personas fallecidas y dos desaparecidas, cuatro casas sepultadas, cuatro personas con lesiones y vías bloqueadas por el material desprendido en el movimiento en masa en el corregimiento Laureles en Santa Fe De Antioquia;
ant;8148;Landslide;;2020-09-06;Rainfall;Rainfall;Invias;Occidente;Santa Fe de Antioquia;Vía Santa Fe de Antiquia- Dabeiba;La Chorquiana(Km112+500);Low;6.556;-75.828;0;1 vía afectada;Se presenta cierre total en la vía en el sector la chorquiana por caída de rocas.;
ant;1248;Debris Flow;;2005-11-02;Rainfall;Lluvias - Incremento del caudal del río Tonusco;Alcaldesa;Occidente;Santa Fe de Antioquia;;Vereda la Esmeralda;High;6.557179;-75.827129;0;37;Las personas se alojaron en el coliseo municipal para posteriormente reubicar las 10 viviendas. solicitán al dapard ayuda humanitaría. (di6author : rudy di6date : nov.8.05);
ant;1580;Debris Flow;;2009-07-02;Rainfall;Vendaval;Unknown;Occidente;Santa Fe de Antioquia;;Barrio la Maqueda, quebrada Cardozo;High;6.557179;-75.827129;0;30;;
ant;1595;Landslide;;2009-10-07;Rainfall;Vendaval;Unknown;Occidente;Santa Fe de Antioquia;;Moraditas, Cativo, el Pescado;High;6.557179;-75.827129;0;20;;
ant;1644;Landslide;;2010-07-20;Rainfall;Vendaval;Sin;Occidente;Santa Fe de Antioquia;;Kilometro Dos;High;6.557179;-75.827129;0;50;;
ant;1744;Debris Flow;;2010-12-15;Rainfall;Vendaval;R 311534;Occidente;Santa Fe de Antioquia;;Vrda Paso Real las Esmeraldas;High;6.557179;-75.827129;0;0;;
ant;1776;Landslide;;2011-04-23;Rainfall;Vendaval;Sin;Occidente;Santa Fe de Antioquia;;Varias;High;6.557179;-75.827129;0;0;;
ant;1788;Debris Flow;;2011-04-28;Rainfall;Vendaval;Rad 061016;Occidente;Santa Fe de Antioquia;;Madero y Pescado;High;6.557179;-75.827129;0;80;;
ant;1805;Landslide;;2011-05-23;Rainfall;Vendaval;Rad 073432;Occidente;Santa Fe de Antioquia;;Varias;High;6.557179;-75.827129;0;700;;
ant;1896;Debris Flow;;2011-12-16;Rainfall;Vendaval;Fax 484;Occidente;Santa Fe de Antioquia;;Paso Real;High;6.557179;-75.827129;0;450;;
ant;2161;Landslide;;2017-05-21;Rainfall;Lluvias;Ant Noticias;Occidente;Santa Fe de Antioquia;;Sector Cativo en la Vía Santa Fe de Antioquia – Cañas Gordas;High;6.557179;-75.827129;0;0;;
ant;2250;Landslide;;2018-05-24;Rainfall;Lluvias;El Colombiano;Occidente;Santa Fe de Antioquia;;La Vía Bolombolo-Santa Fe de Antioquia, en Los Kms 11 y 15,;High;6.557179;-75.827129;0;0;Paso a un carril;
ant;2271;Landslide;;2018-05-21;Rainfall;Lluvias;El Colombiano;Occidente;Santa Fe de Antioquia;;Vía Santa Fe Antioquia - Medellín sobre el Kilómetro 33+600;High;6.557179;-75.827129;0;0;;
ant;118;Debris Flow;;1996-10-18;Rainfall;Lluvias - Intenso invierno;Corantioquia;Norte;San José de la Montaña;;S. el Tejar.;High;6.849736;-75.684091;0;0;En el área urbana se visitó el sector el tejar ligar donde existía una vivienda a la orilla de una quebrada esta vivienda fue afectada por una creciente sin ocasionar ningun desastre esta casa fue demolida y sus habitantes reubicados. el otro sitio de;
ant;150;Landslide;;1975-09-15;Rainfall;Lluvias - El invierno;El Colombiano;Norte;San José de la Montaña;;Vía San José-Toledo;High;6.849736;-75.684091;0;0;(di6author : c.p. di6date : 10/12/00);
ant;1632;Debris Flow;;2010-07-01;Rainfall;Vendaval;R 214609;Norte;San José de la Montaña;;El Tejar;High;6.849736;-75.684091;0;30;;
ant;8908;Landslide;;1943-10-27;Other cause;;BDOD-00330;;San Andrés de Cuerquía;La Chorrera;Unknown;Low;6.93;-75.69;5;0;;
ant;8909;Debris Flow;;1955-01-11;Unknown;;Fuente externa al Servicio Geológico Colombiano;;San Andrés;Vara de Fuego;Unknown;Low;6.91;-75.66;2;0;;
ant;634;Debris Flow;;1946-10-12;Rainfall;Lluvias - El fuerte invierno;El Colombiano;Norte;San Andrés de Cuerquia;San Andrés;6º55´14´Y 75º40´19´´.;Low;6.92055555555556;-75.6719444444444;0;0;(di6author : c.p. di6date : );
ant;567;Landslide;;1989-10-12;Unknown;Otra causa - No se sabe;El Colombiano;Norte;San Andrés de Cuerquia;San Andrés;Vía Pescadero - el Hoyo.;Mid;6.913245;-75.67556;0;0;(di6author : c.p. di6date : );
ant;568;Landslide;;1989-11-03;Unknown;Otra causa - No se sabe;El Colombiano;Norte;San Andrés de Cuerquia;San Andrés;Vía San Andres-Pescadero.;Mid;6.913245;-75.67556;0;0;(di6author : c.p. di6date : );
ant;569;Landslide;;1945-11-15;Unknown;Otra causa - No se sabe;El Colombiano;Norte;San Andrés de Cuerquia;San Andrés;;Mid;6.913245;-75.67556;0;0;(di6author : c.p. di6date : );
ant;635;Landslide;;1943-10-27;Unknown;Otra causa - No se sabe;El Colombiano;Norte;San Andrés de Cuerquia;San Andrés;La Chorrera.;Mid;6.913245;-75.67556;4;0;(di6author : c.p. di6date : );
ant;636;Landslide;;1955-10-12;Unknown;Otra causa - No se sabe;El Colombiano;Norte;San Andrés de Cuerquia;San Andrés;Vara de Fuego.;Mid;6.913245;-75.67556;5;0;(di6author : c.p. di6date : );
ant;835;Landslide;;1996-05-30;Unknown;Otra causa - No se sabe;Dapard.;Norte;San Andrés de Cuerquia;San Andrés;;Mid;6.913245;-75.67556;0;0;Inst. participantes: c.l.e alcaldia oo.pp.dd y dapard. (DI6Author : C.P. DI6Date : );
ant;1303;Landslide;;2006-05-04;Rainfall;Lluvias - Las fuertes lluvias afectaron varias veredas del municipio;Clopad;Norte;San Andrés de Cuerquia;San Andrés;Montebello San Julian Alto Seco Cañaduzales el Roble;Mid;6.913245;-75.67556;0;86;Solicitan materiales de construcción se autorizan por valor de 12.620 millones (di6author : rudy di6date : mayo-2006);
ant;1362;Landslide;;2007-07-23;Unknown;Deslizamiento - Destrucción de techo y parte de mampostería;Clopad Municipio. San Andrés de Cuerquia;Norte;San Andrés de Cuerquia;San Andrés;Vereda Cañaduzales;Mid;6.913245;-75.67556;0;1;Se respondio al municipio para que especifique los materiales que se requieren para superar la emergencia la cual debe ser acompañada por el acta del clopad. 23-07-2007 (di6author : jng di6date : 2007 07 23);
ant;1541;Landslide;;2009-03-27;Rainfall;Vendaval;Unknown;Norte;San Andrés de Cuerquia;;Zona urbana;High;6.913245;-75.67556;0;5;;
ant;1613;Landslide;;2010-05-05;Rainfall;Vendaval;Unknown;Norte;San Andrés de Cuerquia;;Matadero, el Recreo, Loma del Indio, la Cordillera, Cruces,;High;6.913245;-75.67556;0;0;;
ant;1618;Landslide;;2010-06-10;Rainfall;Vendaval;Unknown;Norte;San Andrés de Cuerquia;;Travesias;High;6.913245;-75.67556;0;5;;
ant;1657;Landslide;;2010-08-09;Rainfall;Vendaval;Sin;Norte;San Andrés de Cuerquia;;Santa Gertrudis;High;6.913245;-75.67556;0;0;;
ant;1660;Landslide;;2010-08-24;Rainfall;Vendaval;Sin;Norte;San Andrés de Cuerquia;;El Vergel;High;6.913245;-75.67556;0;0;;
ant;1674;Landslide;;2010-09-16;Rainfall;Vendaval;Sin;Norte;San Andrés de Cuerquia;;Loma Grande;High;6.913245;-75.67556;0;0;;
ant;1675;Landslide;;2010-09-16;Rainfall;Vendaval;Sin;Norte;San Andrés de Cuerquia;;Santa Gertrudis;High;6.913245;-75.67556;0;0;;
ant;1858;Landslide;;2011-10-12;Rainfall;Vendaval;Rad 152918;Norte;San Andrés de Cuerquia;;Ver Aguacatal;High;6.913245;-75.67556;0;255;;
ant;1983;Debris Flow;;2012-10-22;Rainfall;Lluvias;Reporte Cmgrd;Norte;San Andrés de Cuerquia;San Andrés;;Mid;6.913245;-75.67556;0;90;;
ant;8428;Landslide;;2021-10-29;Unkown;;Devimar;Occidente;Giraldo;Sector Tinajitas;km 84+400 vía entre Santa Fe de Antioquia y Cañasgordas;Low;6.691;-75.929;0;0;Paso a un carril en la vía entre Santa Fe de Antioquia y Cañasgordas, sector Tinajitas (PR 84+400) por caída de material;
ant;8905;Landslide;;2006-06-09;Unknown;;Unknown;;Giraldo;Unknown;Unknown;Low;6.67;-75.95;3;5;REPORTE PRELIMINAR DE MINISTERIO DE LA PROTECCION SOCIAL.;
ant;8267;Landslide;;2021-05-18;Rainfall;;El Colombiano;Occidente;Giraldo;Giraldo;Giraldo;High;6.681;-75.953;0;10 viviendas afectadas;Giraldo se reportó un deslizamiento que ocasionó el colapso de una estructura, así como afectaciones a 10 viviendas;
ant;179;Landslide;;1984-11-07;Rainfall;Lluvias - Época invernal;El Colombiano;Occidente;Giraldo;;Vía Manglar-La Llorona.;High;6.6807761;-75.9531472;0;0;(di6author : c.p. di6date : 28/03/01);
ant;187;Landslide;;1990-11-10;Rainfall;Lluvias - Época invernal;El Colombiano;Occidente;Giraldo;;Vía Manglar-Cañasgordas.;High;6.6807761;-75.9531472;0;0;(di6author : c.p. di6date : 6/04/01);
ant;188;Landslide;;1990-11-10;Rainfall;Lluvias - Época invernal;El Colombiano;Occidente;Giraldo;;Vía Medellín-Turbo.(Madero).;High;6.6807761;-75.9531472;0;0;(di6author : c.p. di6date : 6/04/01);
ant;426;Landslide;;1974-11-05;Rainfall;Lluvias - Época invernal;El Colombiano;Occidente;Giraldo;;Zona Suburbana.;High;6.6807761;-75.9531472;0;0;(di6author : di6date : );
ant;429;Debris Flow;;1974-10-08;Rainfall;Lluvias - Época invernal;El Colombiano;Occidente;Giraldo;;;High;6.6807761;-75.9531472;0;0;(di6author : di6date : );
ant;658;Debris Flow;;1987-08-04;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Occidente;Giraldo;;Vía Sta Fe de Ant-Manglar Km 91.;High;6.6807761;-75.9531472;0;0;(di6author : c.p. di6date : );
ant;1313;Landslide;;2006-06-10;Rainfall;Lluvias - Numerosos derrumbes entre Santafe de Antioquia y Cañasgordas;Sisa E Invías;Occidente;Giraldo;Manglar;Vereda Toyo Corregimiento de Manglar Giraldo.;Mid;6.6807761;-75.9531472;3;30;Se dieron numerosos derrumbes en la carretera santafe de antioquia-cañasgordas. uno de ello sepulto una vivienda en la vereda toyo con la muerte de tres niños y cinco personas lesionadas. la atención se hizo a través del clopad y el hospital de giral;
ant;1354;Debris Flow;;2007-05-29;Rainfall;Lluvias - Deslizamientos que afectaron las viviendas;Planecion Municipal;Occidente;Giraldo;;Vereda el Cuajaron y Vereda la Cienaga;High;6.6807761;-75.9531472;1;0;Se solicita apoyo con materiales (DI6Author : GILBERTO ARI DI6Date : 2207-06-05);
ant;1394;Landslide;;2008-02-22;Rainfall;Lluvias - Dezlizamiento que afecta 3 viviendas bocatoma electrico;Alcalde;Occidente;Giraldo;;Vereda Aguila;High;6.6807761;-75.9531472;0;0;Se envia oficio solicitando presupuesto preliminar de materiales básicos tales como bloques cemento hierro tejas de asbesto-cemento y propuesta de confinanciacion pra analizar la peticion requerida (di6author : pablo di6date : 2008 02 26);
ant;1458;Landslide;;2008-06-04;Rainfall;Lluvias - Nuevos nacimientos corrientes de agua ngeneran deslizamiento;Secretaría Planeación;Occidente;Giraldo;;Calle Principal;High;6.6807761;-75.9531472;0;19;Se recibe ficha y reporte grafico se pasa a tecnicos para visita//ver informes en carpeta del municipio (DI6Author : PABLO PUERTA DI6Date : 2008-06-04);
ant;1459;Landslide;;2008-06-14;Rainfall;Lluvias - Temporada invernal inundaciones;Secretaría Planeación;Occidente;Giraldo;;Filo del Medio el Tambo Roblar Sierra Sierrita Planta;High;6.6807761;-75.9531472;0;98;Se envia ficha a tecnicos //ver informes de tecnicos en carpeta de municipio (DI6Author : PABLO PUERTA DI6Date : 2008-09-09);
ant;1611;Landslide;;2010-04-26;Rainfall;Vendaval;Unknown;Occidente;Giraldo;;Aguizal, Filomedio,El Tambo,La Mesa;High;6.6807761;-75.9531472;0;0;;
ant;8345;Landslide;;2021-07-11;Anthropic;;Teleantioquia;Occidente;Giraldo;Corregimiento El Pinguro;Corregimiento El Pinguro;High;6.681;-75.954;0;3 fincas ganaderas, parte de un bosque;Deslizamiento en una zona de depósitos de materiales provenientes de la excavación del túnel del Toyo en la ampliación de la vía al mar;
ant;8393;Debris Flow;;2021-09-09;Rainfall;;El Tiempo;Occidente;Giraldo;Corregimiento Manglar;Corregimiento Manglar;Mid;6.681;-75.954;0;5 casas afectadas;En el corregimiento Manglar, en Giraldo, se presentó avenida torrencial sobre la quebrada Cuzumbí, que afectó a cinco viviendas;
ant;296;Landslide;;1984-10-31;Rainfall;Lluvias - Época invernal;El Colombiano;Occidente;Buriticá;Guarco;Vía Buriticá-Tabacal. Km 7.;Mid;6.72724;-75.94223;0;0;(di6author : di6date : );
ant;297;Landslide;;1984-11-07;Rainfall;Lluvias - Época invernal;El Colombiano;Occidente;Buriticá;Guarco;Vía Buriticá-Tabacal.;Mid;6.72724;-75.94223;0;0;(di6author : di6date : );
ant;8218;Landslide;;2016-09-13;Unkown;;SIMMA;Occidente;Cañasgordas;Cañasgordas;Cañasgordas;low;6.781;-76.074;0;0;Weakly to moderately developed soils;
ant;305;Debris Flow;;1971-01-09;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Occidente;Cañasgordas;;6º45´12´´ Y 76º01´54´´.;Low;6.75333333333333;-76.0316666666667;0;0;(di6author : di6date : );
ant;2291;Debris Flow;;2018-11-01;Rainfall;Lluvias - Toda la semana ha estado lloviendo, pero el aguacero de la y;Caracol Radio;Occidente;Cañasgordas;;Casco urbano de Cañasgordas;Low;6.749;-76.025;0;0;;
ant;8390;Landslide;;2021-09-12;Unkown;;El Colombiano;Occidente;Cañasgordas;Cañasgordas;Cañasgordas;High;6.75;-76.025;0;0;Cierres parciales en las vías por causa de derrumbes;
ant;8355;Landslide;;2021-08-03;Unkown;;Devimar;Occidente;Cañasgordas;Sector Alto del Toyo;km78 Vía entre Santa Fe de Antioquia y Cañasgordas;High;6.751;-76.026;0;0;Paso restringido a un carril en la vía entre Santa Fe de Antioquia y Cañasgordas, sector Alto del Toyo (PR 78) por caída de material;
ant;306;Landslide;;1956-06-04;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Occidente;Cañasgordas;;;High;6.7509209;-76.0259788;0;0;(di6author : di6date : );
ant;307;Landslide;;1971-09-04;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Occidente;Cañasgordas;;;High;6.7509209;-76.0259788;0;0;(di6author : di6date : );
ant;308;Landslide;;1983-09-24;Rainfall;Lluvias - Época invernal;El Colombiano;Occidente;Cañasgordas;;Vía al Mar.;High;6.7509209;-76.0259788;0;0;(di6author : di6date : );
ant;309;Landslide;;1984-11-07;Rainfall;Lluvias - Época invernal;El Colombiano;Occidente;Cañasgordas;;Vía Rubicon-San Pascual Km6.;High;6.7509209;-76.0259788;0;0;(di6author : di6date : );
ant;310;Landslide;;1988-09-13;Rainfall;Lluvias - Época invernal;El Colombiano;Occidente;Cañasgordas;;;High;6.7509209;-76.0259788;2;0;(di6author : di6date : );
ant;311;Debris Flow;;1982-04-08;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Occidente;Cañasgordas;;;High;6.7509209;-76.0259788;25;0;(di6author : di6date : );
ant;312;Debris Flow;;1982-04-24;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Occidente;Cañasgordas;;;High;6.7509209;-76.0259788;0;0;(di6author : di6date : );
ant;769;Landslide;;1997-06-25;Rainfall;Lluvias - Las lluvias ocasionaron crecientes y socavamiento;Dapard;Occidente;Cañasgordas;;B. la Bomba y el Chispero Río Cañasgordas.;High;6.7509209;-76.0259788;0;0;En los ultimos dos meses se viene presentando una socavacion severa de las orillas (margen izquierda) amenazando viviendas. (DI6Author : DI6Date : );
ant;821;Debris Flow;;2000-01-15;Rainfall;Inundación - Inundación y taponamiento del alcantarillado;Clopad;Occidente;Cañasgordas;;Barrio San Isidro;High;6.7509209;-76.0259788;0;0;(di6author : bcc di6date : 2001);
ant;822;Debris Flow;;2000-06-04;Rainfall;Vendaval - Deslizamiento y avalancaha quebrada Cusuti y río Cañasgordas;Clopad;Occidente;Cañasgordas;;;High;6.7509209;-76.0259788;0;0;(di6author : bcc di6date : 2001);
ant;857;Debris Flow;;1988-10-17;Rainfall;Lluvias - El fuerte invierno;El Colombiano;Occidente;Cañasgordas;;Quebrada el Eden.;High;6.7509209;-76.0259788;0;0;Por el desbordamiento de la qbda el eden hay 4 familias afectadas. ver pag 3a. (DI6Author : C.P. DI6Date : 29/03/01);
ant;864;Landslide;;1987-10-23;Unknown;Otra causa - No reportada;El Colombiano;Occidente;Cañasgordas;;Carretera Cañasgordas-Manglar.;High;6.7509209;-76.0259788;0;0;Se afectó la carretera al mar. (DI6Author : C.P. DI6Date : 29/03/01);
